street_name,crime_number,load_shedding_status
SEALY,9,1
MAISEL,3,0
FREDERICK SELLIDON,9,0
MERNOELEN,9,0
BEVELAND,3,0
HATTFORD,10,1
MARSALA,12,0
GROENVLEI,2,0
ROSENBURG,4,0
RISEDALE,11,0
TIMBERTON,13,0
KELSEY,7,0
MIUR,7,1
HILARIS,1,0
NEPTUNES CORNER,1,0
SYSELBOS,1,0
TUINRIET,12,1
XANDER,4,1
JESSE,5,1
WATERLELIE,5,1
LA PALMERA,7,1
MAURICE,12,0
OLD NOOIENSFONTEIN,4,0
RIPARIA,10,1
BRENHOME,9,0
LESPERANCE,9,0
BELLHOME,8,1
SELECT,8,1
BELHAR,15,0
LESMAR,3,1
COLSTAN,3,0
CHARM,3,0
CURRIE,12,0
NAVIC,7,0
VON WILLIGH,5,1
WALDEMAR,10,0
VERREWEIDE,14,0
ZEVENWACHT,7,0
CHRISANNE,4,0
"""DANTE'S COVE""",1,1
LEBENSRAUM ,1,0
LOVEREN,12,0
SYSIE,10,0
PADLOPER,6,0
SKILPADDAM,2,0
ZEVENHOF,5,0
KALK BAY,12,0
SEA POINT,14,0
SUNVALLEY,7,0
MOULIE POINT,12,0
KOOP,0,1
JONKMAN,5,0
ASHWIN,8,0
PHILANDER,9,0
AMLA,4,0
BLIGNAUT,1,0
EERSRIF,0,0
CARNAVON,8,0
CRADDOCK,7,0
STEYNSBURG,13,0
BETHESDA,10,0
BHUNGA,0,0
KARBONKELBERG ,5,0
SEQUOIA,4,0
SMALBLAAR,7,0
SANDALWOOD,3,0
TOLBOS,1,0
KIRSCH,2,1
LARCH,2,0
KIAAT,6,1
VAALBOS,7,0
FIRETHORN,1,1
HARDEPEER,0,0
HUILBOS,6,0
KAMEELDORING,6,0
DATE PALM,4,0
CAMELLIA,1,0
GRASS,3,0
DISSEL,4,0
CITRUS,2,0
TAAIBOS,3,0
TURKSVY,3,1
TERBLANS,3,0
VUURPYL,6,0
VYEBOOM,3,0
SWARTYSTERHOUD,1,0
SWARTYSTERHOUT,4,0
SOETDORING,1,0
RUBENS,6,0
TEAK,5,0
HAMERKOP,3,0
HAMMERKOP,3,0
TARENTAAL,2,0
BOSDUIF,2,1
HEBRON,3,0
FINK,1,0
KALKOEN,2,0
VOLSTRUIS,1,0
FERROUS,7,1
BRONZE,6,0
KOPERKRING,5,0
MOSES,4,0
FRANTZ,3,0
FRED ADAMS,6,0
JUBILEE,0,0
RESERVE PEAK,4,0
KARBONKELBERG,5,0
KLEINBERG,3,0
FOURTH ,4,0
FOXGLOVE,1,0
TRUSH,3,1
CORNFLOWER,6,0
THRUSH,6,0
SUNFLOWER,6,0
SONNEBLOM,2,0
KWEPER,0,0
DENNE,3,0
BRUSHWOOD,6,0
WALTON,2,0
SIPRES,1,0
SNOWDROP,1,0
IRIS,4,0
HEIDE,3,0
AKASIA,3,0
PALMTREE,2,1
ANTELOPE,8,0
WEAVER,3,1
SPEARMINT,0,0
PARSLEY,2,0
CHIVES,7,1
SAGE,1,0
FENNEL,6,1
ROSEMARY,1,0
CORIANDER,2,0
KING LANGALIBALELE,1,0
BITTERHOUT,3,0
RUBUSANA,0,0
JABAVU,1,0
HARLEM,7,0
MDOLOMBO,2,0
JABULA,6,1
MALAMBA,3,1
VOKWANA,2,0
MJEKULA,5,0
NONGAUZA,1,0
MENDI,6,0
JUNGLE,3,0
LEKOMA,3,0
LEROTHOLI,0,0
BHAKUBHA,2,0
ZWAKALA,0,1
MOFFAT,6,0
MOSHESH,6,1
SIGCAWU,1,0
ZONE 2,1,0
ZONE 3,5,0
ZONE 11,5,0
ZONE 5,0,0
ZONE 4,5,0
THABO MBEKI,1,0
NJOLI,1,0
NKOMO,4,0
MATSHIKWE,0,0
MSHUMPELA,5,0
NDLWANA,4,0
J Z FUKU,0,1
P W MAMA,5,0
C J NABE,2,0
NTSIKANA,6,0
WINNIE MANDELA,2,0
UNOMUSA,4,0
ABANTU,2,0
NENCEBA,1,0
WILGER,0,0
CHERYL CAROLUS,2,0
VUSI MAHLASELA,7,1
WINSTON NTSHONA,1,0
CHAKA CHAKA,1,1
ELIJAH BARAYI,5,1
BLUEBELL,5,0
VALK,0,0
REAGON,5,0
NITA LEITH,1,0
MILDRED LESIA,3,1
KNOWLEDGE GUZANA,0,0
RONALDINHO,4,0
RITA TOTO,6,0
POPS MOHAMMED,1,0
MORGAN CUSHE,7,1
ANDRE ARENDSE,5,0
PAUL ADAMS,3,0
ONKGOPOTSE TIRO,2,0
MAYISELA,3,0
MFENGU MAKALIMA,4,0
REGGIE OLIPHANT,2,0
REV. THEO KOTZE,3,0
MCINGANA,5,0
MAFOKATE,2,0
MZONKE FANA,6,0
ARCHIE,3,1
"""SAMUEL ETO'O""",0,0
QUINEBE,5,0
MTUKUDZI,2,0
MARK WILLIAMS,2,0
PETENI,0,0
MGOOI,3,0
STANFORD DYOSINI ,0,0
P.J. POWERS,2,0
NAKI,4,0
REBECCA MOLOPE,2,1
ROBBIE JANSEN,4,0
JONATHAN BUTLER,4,0
MABUSE,7,0
RAY PHIRI,2,0
MBULELO,6,0
BRENDA FASSIE,2,1
GUMEDE,5,1
KIEPIES MOEKETSI,6,0
ISSEL,0,0
CAIPHUS SEMENYA,6,0
TABANE,2,0
CLEGG,3,0
JUDITH SEPHUMA,3,0
ABDULLAH EBRAHIM,3,1
KEN GAMPU,2,0
KANI,0,0
ANDIMBA TOIVO,1,0
STOMPI MAVI,6,0
SERETSE KHAMA,2,0
ZONE 24,2,0
ZONE 23,4,0
ZONE 18,5,0
ZONE 19,7,0
ZONE 17,3,0
ZONE 16,4,0
MAFUNGA,1,0
VCQUNTA,1,0
JOHNSON NGWEVELA,4,0
UBUNYE,1,1
ZONE 12,0,0
ZONE 21,2,0
ZONE 15,1,1
ZONE 26,2,0
SADAN ,3,1
MACKAY,6,0
ZONE 22,5,0
SADAN,1,0
ZONE 27,5,0
ABEDI PELE,0,0
ALBERTINA SISULU,5,1
MOSHEOU,4,0
MAKHAYA JACK,2,0
KING VICTOR POTO,1,0
SOLLY TYIBILIKA,6,0
TIM NOAKES,3,0
ACE NTSOELENGOE,1,0
JOMO SONO,0,0
ALADIN STEVENS,2,0
JOE FRAZIER,5,1
TAP-TAP MAKATINI,6,0
SHAUN BARTLETT,4,0
LUCAS RADEBE,1,0
KALLIE KNOETZER,1,1
SUGARBOY MALINGA,0,1
KEVIN KEEGAN,1,0
LETA MBULI,3,0
XOLILIZWE,5,0
MANKUNKU NGOZI,5,1
LELETI KHUMALO,6,0
NKABINDE,4,0
MAHOLA,1,1
STOMPIE MAVI,7,0
DALINDYEBO,3,0
KHAYA MAJOLA,4,0
DAVID PROFIT,2,0
ALS,1,1
AMANDEL,6,0
BESSIE,4,1
ASSEGAAI,4,0
AVOCADO,4,0
BOFORS,6,0
GUNNERS,4,0
ZONE 14,1,1
ZONE 13,2,0
ZONE 10,2,0
ZONE 8,1,0
ZONE 9,4,1
GUMBI,5,0
EVANS,1,0
FISHER,3,0
GRENVILLE,2,0
HAWKINS,6,0
ZANELE,5,0
ZONE 7,0,1
KANZI,0,0
PHARELA,2,0
ZONE 6,3,1
SANDILE,6,0
XOLILE MUSIE STREET,5,0
MAKANA,6,1
MGHAYI,1,0
BRINTON,0,1
ROSE INNES,4,0
MERRIMAN,4,0
PAPU,3,1
UMNGA,5,0
BENNIE,2,1
MVAMBO,1,1
GERRY FERRY,6,0
POPLARS,5,0
THE POPLARS,7,0
KARREEBOOM,3,0
PEERBOOM,3,0
REYGER,3,1
COCHRANE,2,0
PACKER,6,0
BAUHINIA,0,0
KARREE,6,0
DI BISHOP,6,0
MALOMBO LECHABA,4,0
VISION VILLAGE,4,0
CHIPPA MALOI,3,0
TIYO SOGA,6,0
CHESTER WILLIAMS,5,0
CHARLIE WEIR,4,0
ZEPH MOTOPENG,5,1
EZRA NGCUKANA,3,0
TOTO TSOTSOBE,0,1
TIMOTHY NKONKI,3,0
NORMAN XHOXHO,4,0
NEKHULU ,3,1
MGUQULWA,3,0
NETHI,5,1
NOLOKHWE,3,0
POTLAKO LEBALLO,5,0
MCCOY MRUBATA,5,0
NAKI ,6,0
YEKISO,3,0
INXANXADI,3,0
JUNCUS,3,0
JAMESIA,4,0
JUNEBERRY,3,0
JONQUIL,2,1
JUGLANS,5,0
AILSA,4,0
JASMYN,3,0
LANTANA,2,0
LEA,0,0
BEND,5,0
GREYLAND,2,1
OTTERY,4,0
KROMBOOM,3,0
STIRLING,2,0
ULSTER,2,1
CONNEMARA,4,0
OTTERY ROAD SERVICE,0,0
MUNSTER,1,1
MOURNE,3,0
DUNDRUM,2,0
WICKLOW,5,0
TORRENS,4,0
ARMAGH,2,0
DROGHEDA,3,0
LONDONDERRY,4,1
SHAWCAMP,1,0
ENSLIN,2,0
JOHN TYRES,4,1
WETTON,0,0
BROAD,3,0
ROSMEAD,4,0
CARABINIER,1,0
CARLOW,2,1
DUNCAN,0,1
HARPFORD,0,0
ROSMEAD AVENUE SERVICE,1,1
CLARENCE,2,0
INNIS,3,0
BRENTWOOD,1,0
LOWER BATH,0,1
BATH,3,0
HAYES,2,0
HASTINGS,4,0
BELFAST,2,0
PORTSWOOD,5,0
NAPIER,3,0
KILDARE,5,0
COUNTRY CLUB,2,0
BARN STAPLE,4,1
LOMOND,3,0
MCKINLEY,4,0
MOOR,5,0
DONCASTER,1,1
PUNTERS,0,0
GARFIELD ,3,0
GARFIELD\r\n,3,0
WARRINGTON,4,1
STIGANT,2,0
GLOSSDERRY,4,0
STIGNANT,4,0
MYHOF,4,0
CHUKKER,2,0
WURZBURG,1,0
SIR ALFRED,4,0
HANBURY,2,0
PATROL,2,0
TOTEM,0,1
SCOUT,2,0
LOCKERBY,1,0
HEATHERLEY,3,0
"""O'OKIEP""",3,1
DENVER,1,0
WOLSEY,1,1
ROSEDON,2,0
ST ALMA,0,0
LAWSON,3,0
TREVOR,0,0
SMUTS,2,0
HEATHERLY,2,0
BETTINA,2,0
GIRVAN,5,0
GARNET,1,1
OLIVINE,2,0
FLEET,1,0
PENLYN,2,0
VAA,5,0
ARBEIDS,1,0
GROSS ,3,0
KINDER,5,1
ZAMBESI,4,0
WHEATFIELD,4,0
NEWMANS,5,0
RITTERS,3,0
SWARTDAM,0,0
KORING,4,0
LIMPOPO,5,1
LOUISVALE ,1,0
ANADALE,0,0
BAMBERRY,2,0
VERTROU,5,0
RIVERSDALE,1,0
LANSTA,2,0
TANZANITE,1,0
GARNET ,5,1
TURFHALL,1,0
DALEWOOD,5,0
BENONA,4,0
GRAPHITE,4,1
INDULAND,2,0
WEIR,2,0
BLOMVLEI,2,1
CLAREWYN,2,0
LACRE,3,0
CARWELL,4,1
LOTUS,4,0
HOLMES,1,0
LYNDON,0,0
TOLPEN,4,0
ALLISON,2,0
DREYTON,0,1
DRAYTON,1,0
SWISS,1,0
PIONEER,5,0
HOLME,1,0
POLEMAN,4,0
ROY EAST,1,0
LOWER YORK,1,0
MANSFIELD,1,0
LANSDOWNE,4,0
QUICK,2,0
CAVENMORE,1,0
DELHI,1,0
WESTMINSTER,1,0
BOMBAY,4,0
AHMEDEYAH,0,1
BANKOT,2,0
KRUGER,1,0
MELLHEIM,3,1
ALMAR,5,0
ROMPE,1,1
LAINDON,3,0
KENWOOD,3,0
HARVARD,4,0
AMITY,1,0
RANGE,4,0
METEOR,0,1
MAYBURY,2,0
LUDGATE,2,0
BROCKHURST,1,0
HOLDERNESS,3,0
STOCKLEY,1,0
ROUXTON,1,0
ROCKFORD,1,0
LEAFMORE,0,0
KANARIE,4,0
KRITZWALD,2,1
LADBROOK,3,0
RACE COURSE,1,0
PRINCE ARTHUR,2,0
KRITZINGER,4,1
CROSS CUT,2,0
ST AIDANS,1,1
QUEEN BESS,3,0
DENHAM,2,0
CEEDUCT,4,0
BLOCK,5,0
HAROLDENE,2,0
STER,3,0
SON,2,0
BLANKEN,1,0
BIRD,4,0
DE LA HAYE,4,0
ROATH,1,0
NEWENT,1,0
LISCARD,3,0
RUSH FE,5,0
MONTON,3,1
DRIFT,2,1
FARRIERS,3,1
DERNA,0,0
BENGHAZI,3,0
MATRUH,0,0
BENGAHZI,5,0
KENYA,4,0
EL ADEM,5,0
RIFLE,0,1
BAMBOESVLEI,2,0
MERWE,2,0
BARBESTYN,2,0
SAUER,4,0
GORLAY,4,0
SIBYL,3,0
CANE,1,0
HILLSTAR,5,0
DELOS,3,0
MINOS,1,0
ARGON,5,0
SUNLANDS,2,0
WETWYN,4,0
CRETE,3,1
VORSTER,3,0
CORFU,1,0
SIROS,2,0
MYNIE,1,1
JOY,1,0
MABEL,5,0
GLENOOK,1,0
LYDIA,1,1
ROY WEST,4,0
"""ST JOSEPH'S""",0,0
OLD STRANDFONTEIN,0,0
MULLER,2,0
DOIG,2,0
BECOTT,2,0
PYHLLIS,5,0
BALEIA,2,0
ELZETH,0,0
ABBOTT,1,0
MONOWARR,4,0
AYLESBURY,2,0
THEAL,3,0
SHAFTESBURY,2,0
CRANBORNE,2,0
STOUGHTON,2,1
SWALLOWCLIFFE,5,0
CARIAD,1,0
BARBETTE,5,0
APPLEMIST,1,0
ADAMASTOR,1,0
KRUYER,0,0
TRENANCE,3,0
MIDWAY,3,0
LOVAT,2,0
HENDRIK,2,1
ALLAMANDA,1,0
THIELE,3,0
BENDIXEN,3,0
RURITANIA,4,0
BISHOPS STONE,5,0
SEDGEHILL,4,0
FERNSIDE,1,0
DERBY MEWS,2,0
EPSOM,1,0
GREYVILLE,2,0
BISHOPSTONE,0,0
ARLINGTON,3,0
SARATOGA,3,0
LINGFIELD,4,0
DEWHURST,3,0
GREENWAY,4,0
DUCHESS,2,0
ROYTSTON,4,0
PLUMPTON,0,0
KENTUCKY,1,0
WOODPECKER,4,0
PIPPIT,5,0
RAVENS,1,0
GOVAN MBEKI,3,1
MUCH BINDING,2,0
SHEFFIELD,3,1
FYNN,2,0
ST  JOSEPHS,5,0
ADRIAN HERBERT,0,0
COTTE,2,0
CAVELL,5,1
DOWNBERG,2,0
LANSRY,0,0
ROSEWOOD,4,0
MAHOGANY,1,0
MORNAY,4,1
ATHALL,4,0
LONEDOWN,2,0
HANALL,4,1
HALMAN,3,0
STONELANDS,1,1
STONEHEDGE,5,0
FONTEIN,4,0
ATHRY,2,0
PHILLANS,4,1
PHALLANS,5,0
HANOVER PARK,5,0
HALLANS,4,0
JOHNVLEI,4,0
INARI,2,0
KARIBA,4,0
JOHNDOWN,1,0
GROENALL,1,1
VLEIHALL,0,0
GALILEE,2,1
TAMBOOTI,5,0
LANSMAN,3,0
AGULHAS ,4,1
ATHBURG,2,1
LANSUR,4,0
SURWOOD,4,0
RYWOOD,4,1
ETOSHA,1,1
FLANDERS,0,0
DONEGAL ,4,1
SUURBURG ,2,0
BOSTEL,1,0
SCHROEDER,0,0
WARBRECK,4,1
BAREND,5,0
GATEWAY,0,0
DROSSEL,4,0
ZORBA,0,0
TANEL,3,0
CASSANDRA,5,0
MANLYN,0,0
SURDOWN,1,0
LYNGEAN,4,0
SHAWN,4,1
MATHEI,1,0
DOWNWOOD,1,0
ATHSUR,1,0
LYNBURG,3,0
LYNATH,0,0
SUNDOWN,4,0
LYNSTONE,4,0
TURFLYN,4,0
TURFLYNN,4,0
ATHDOWN,5,0
DOLOMITE,4,0
BORNITE,2,1
FLINT,2,0
WELMAR,4,1
BARBERTON,5,0
CALCITE,5,0
TALC,1,0
JOHANNESON,2,1
GEDULD,5,0
WILLIAM ARENDSE,0,0
BARITE,4,0
WEBER,5,1
CHROMITE,2,0
BELMORE,4,0
WARDEN,2,0
AMSTRONG,3,0
BELLMORE,4,0
PEDDIE,2,0
ARMSTRONG,2,0
COX,3,0
HANLYN,3,0
SILICA,2,0
AMBROSE,0,1
JACKSON,5,0
CARLIER,0,1
PYRITE,2,0
GALENA,2,0
QUARTZ,3,0
GROSS,5,0
AGATE,3,1
EASTVIEW,1,0
HUMBY,2,0
FERNESS,1,0
MUSKET,3,1
CARIBBEAN MEWS,4,0
DUNSHEEN,5,0
WINDSOR HIGH SCHOOL,5,0
RICARDO,2,0
ISLAMIA COLLEGE,2,1
BERNE,4,0
CAMP ACCESS,1,0
LANSDOWNE VILLAS,3,0
EDDY,3,1
DEUTZ,1,0
MOPANE,3,0
LEADWOOD ,4,1
LEATHERWOOD,1,0
MILKWOOD ,1,0
DURRELL,3,0
COATES,11,0
SISSIE,7,0
MONTCLAIRE,7,1
AMARYLUS,3,1
BOUGAINVILLA,0,0
MONTCLAIR,7,0
EILEEN,12,0
EUNICE,1,0
SAMANTHA,3,0
SAGE WOOD,13,0
MONKEY PLUM,4,0
CAMPHOR TREE,12,0
VIOLET TREE,4,0
BLOSSOM TREE,12,1
REDMILKWOOD,3,0
WHITE MILKWOOD,9,1
RED ALDER,7,0
KIWI,11,0
PENNY GUM,2,0
RED SEA,4,0
WATERCREST,8,0
WATERGATE,4,1
NORTH SEA,12,0
SEA HORSE,1,0
LIQUID AMBER,11,0
DYAKALASHE ,7,0
SPHINGO,13,0
MGWENYA,10,0
NGWE,11,1
KRISNIC,13,0
JAMIE,10,0
JEROME,4,0
TREMAINE,10,0
BRITTA,5,0
LARA,12,0
LENNON,2,0
DEBUSSY,9,0
MENDELSON,6,1
OSWELL,12,0
CHASE,10,1
GWAVA,2,1
PESIKA,1,0
NONDLWANA,13,0
NJWIZA,11,1
A Z BERMAN,12,0
MOCKINGBIRD,8,0
NONGCANGCAZELA,13,0
NTABESINAYI,2,0
KWELIKANGOTSHE,2,0
MABELENTOMBI,1,0
NONDINDWA,10,0
KULUXHOBO,6,0
NTABAZOKHWAHLAMBO,0,0
BAZINDLOVO,0,0
NTABETHEMBA,4,0
NTABANKULU,7,0
NOZUKISA NTSENGENA,1,0
LAHLANGUBO,7,0
NGXWABANGU,3,1
BHOMPASI,3,0
NOMBUYISELO NGCALA,1,0
ZIKHONKWANE,13,1
NUNGU,7,0
SIDWEL GAQAZELA,7,1
MZIMKHULU GWAZELA,6,0
HOYIYA,12,0
GULF,4,0
BALTIC,7,1
CANDYTUFT,13,0
KLARKIA,1,1
CINERATIO,1,0
SESAME,11,0
NASTIATIUM,6,0
MOSES KOTTLER,10,0
TERRENCE MCAW,2,1
TERENCE MCCAW,5,0
GILIA,11,0
FRED PAGE,3,0
EDWARD ROWORTH,5,0
HENDRIK PIERNEEF,4,1
WALLACE PATON,10,0
JOHANNES MEINTJIES,2,1
SYDNEY TAYLOR,7,0
ALEX PRELLER,7,0
ERICH MAYER,1,1
WOLF KIBEL,7,0
NITA SPILHAUS,7,1
FRIEDA LOCKE,12,0
NEVILLE LEWIS CRESENT,11,0
NEVILLE LEWIS,3,0
HANS ASCHENBORN,2,0
JEAN WELZ,7,0
PIETER WENNING,3,0
KATRIEN HARIES,3,0
GWELO GOODMAN,2,0
SIDNEY GOLDBLATT,2,0
WALTER BATTISS,10,0
SYDNEY GOLDBLATT,6,1
GEORGE ENSLIN,4,0
ACAPELLA,9,0
BUBBLEGUM,3,0
BEBOP,0,0
ISICATHAMIYA,4,0
GOSPEL,13,0
SOUL,11,0
ALTERNATIVE,4,0
HIP HOP,10,0
REGGAE,2,1
KWAITO,10,1
MGQASHIYO,8,0
BLUEBIRD ,13,0
RUSSEL HARVEY,9,0
ROSA HOPE,0,0
JACK HEATH,2,0
MARABI,8,0
TINUS DE JONGH,5,0
KENT COTTRELL,1,0
PANTSULA,9,0
DISCO,7,0
WALTER BATTIS,8,0
JOHN DRONSFIELD,7,1
STRAT CALDECOTT,13,1
SYDNEY CARTER,10,1
RUTH PROWSE,2,0
MAUD SUMNER ,13,0
JOHN DYKMAN,2,0
IRMA STERN,11,0
ALFRED KRENZ,2,0
PETER LAMB,0,0
ARIZONA,12,1
NAVADA,0,0
TRACEY,2,0
DENIS,8,0
RHAPSODY,2,0
FAIRWEATHER,13,0
CARNEGIE,8,1
ASHBROOK,8,0
ART,1,0
PHISLEY,0,0
FEDERAL,7,0
RAMBLEWOOD,9,0
SOCCER,6,1
CHOIR,11,0
SELENE,3,1
SUPER,13,0
GREEN HAVEN,6,0
PINECLIFF,9,0
FAWN,2,0
OAKHILL,12,0
SHORE,7,0
VILLA,3,0
OAK LAND,9,0
KEURBURY,13,0
BLACKBURY,13,0
SEPTRE,12,0
RIDGEWAY,13,0
GREENHAVEN,8,1
FLYCATCHER,12,0
SHANA,5,0
JODY,9,1
SANDURY,6,1
TEXAS,1,0
OREGAN,13,0
ARTEMIS,3,1
GANYMEDE,2,0
JENNER GARDENS,13,0
THETIS,7,0
HERBA,5,1
DENNEBURY,1,0
ROSE PETAL,10,0
MERRIFIELD,8,1
FESTA,9,0
ORREL,0,0
MOUNTVIEW,0,0
EUCLID,1,0
JUNO,12,1
TONI,2,0
THOMPSON ,12,0
BEGONIA ,10,1
MERRYDALE,8,0
MALVA ,2,1
APPELIEFIE,6,0
BLOUBEKKIE,2,0
AGRETJIE,3,1
JOYCE ORDBROWN,12,0
FRANS OERDER,2,0
WREN SARGENT,4,0
CHARLES PEERS,1,0
WILGERBOOM,8,0
GEELBLOMMETJIE,0,0
BITTERAPPEL,8,1
KAMEELTJIE,2,0
MORNING GLORY,5,1
EULALIA,9,0
BRAKBOS,4,0
KAPOKBLOM,1,0
HAAKDORING,7,0
DEKRIET,9,1
FONTEINBOS,3,0
GALBESSIE,5,0
KANFERBOOM,2,0
TORSIG,13,0
JEANNE,9,0
FISHERMAN`S,11,0
ORANJERIVIER,3,1
KIESKAMMA,7,0
TABAGO,11,0
SNOOKER,0,0
MUURBAL,8,0
TENNIS,6,1
CRICKET,3,1
MONOPOLY,8,0
ROLBAL,6,1
DAMBORD,4,0
BICYCLE,5,1
BILJAART,5,0
GYMKHANA,6,0
KORFBAL,7,1
JUDO,11,0
VEERPYL,6,0
NETBALL,7,0
KENNETJIE,2,0
HOPSCOTCH,12,0
LUDO,2,1
SWEMMER,13,1
KERREM,2,0
BADMINTON,13,0
WATERLILLY,10,0
ATLETIEK,1,0
SWEET WILLIAMS,6,0
COLEUS,6,1
ASPIDISTRA,14,0
KALKOENTJIE,7,0
HOLLYHOCK,3,1
SKILPADBESSIE,6,0
NICOLA,4,0
VANESSA,13,0
ANNETTE,4,0
TESSA,8,0
PRISCILLA,1,0
PAMELA,1,1
TANYA,5,0
ANNA MARIE,6,0
ALTA,4,0
MARIETJIE,13,1
OLUMPICS,4,0
SCRABBLE,1,0
OLYMPICS,4,0
ESTELLE,9,0
MARRIANNA,7,0
SOFIA,4,1
BISLEY,9,0
OLYMPICS ,3,0
MARALIZE,5,0
NATAL FIG,8,0
WILD PEPER TREE,12,0
SPIKE-THORN,12,0
SEA SHELL,6,0
WATERGATE ,5,0
PENNYWISTLE,11,0
BERGSIG ,1,0
HILLSDALE,5,0
FANWOOD,2,1
PANDORA,0,0
TURSKSVY,13,0
VIOOLJIE,8,0
STERLITZIA,9,1
JARRIES,13,0
STACHA,3,0
MATTSEN,7,0
CHASSON,1,0
THASIER,2,0
KARICA,2,0
BAJORDAN,1,0
JAYLARD,12,0
NEVAAI,5,1
SLEE,0,0
FRANLIER,4,1
LUHAMS,8,0
RAFDIEN,7,0
GLASGOW,7,0
HONOLULU,10,0
RITA,6,1
ZANZIBAR,10,0
LITCHIE,7,0
NOMPEMVANA,5,0
NGXANGXOSI,9,0
MPETSHENI,6,0
GQAZA,4,0
NYAKRILI,8,0
NGQABE,0,0
NGCWALAZI,9,0
BUKWAYO,3,1
NTSIKIZI,7,1
GINSBERG,5,1
ZAULA,7,0
JONGIKHAYA,8,0
COTHA,0,0
HLOLA,6,0
GALA,4,0
JOBELA,2,0
MSOBOMVU,6,0
NKWENKEZI,1,1
NOCHULU,7,0
MLONJI,7,0
NTAKOBUSI,10,0
NIMVENCU,7,0
KHWEZI,8,0
NOQANDULA,9,1
SIXWAYIKATI,6,0
SIXWILA,6,0
NTSHILI,8,0
SANGXA,10,0
ZANAXOLO,8,0
NTLAKOHLAZA,7,0
MSWI,0,0
NTABA,2,0
NOLIBELE,3,0
NTSHIYANE,7,0
BHOBHOYI,5,0
SAKHWATSHA,1,0
NTUTYANA,5,0
MCWANGELE,6,0
NGCINGCU,10,0
NONDLWANE,7,0
NOLWIBILI,4,0
MFULA,4,0
MLANJENI,11,0
GXIYA,3,0
NKAYEZSI,2,0
SIXAXABESHA,9,0
JORDANE,1,1
SINAGOGO,6,0
KHWEBULA,4,0
SAGOLODA,6,1
SIKHWENENE,8,0
HOBOHOBO,7,0
SICIBILILI,7,0
GOLOMI,9,0
VUKUTHU,4,0
MANZI,3,0
MTHAWELANGA,1,1
NDULI,8,0
SINQOLAMTHI,1,0
KHWAZILE,9,0
NQILOMATHI,9,1
NOBIYA,10,0
KHETSHA,7,0
MKHOLWANE,9,0
NOWANGA,4,0
YISA,4,0
HLANKOMO,9,0
NGENGE,4,0
NTAMBANANE,8,0
GWAGQA,6,1
NGABA NGABA,9,0
NGANGANE,2,0
BIKHWE,5,0
NGQANGQOLO,10,1
SOMI,5,0
NBUKWANE,7,0
SIKHWALMANZI,10,0
GAGA,2,1
NDWE,9,0
NKENJANE,2,1
GIYOGIYO,5,0
TSHITSHI,8,0
QOBO,7,0
NONQANE,4,0
QAMBA,5,0
EZIBHASINI,4,0
ZAKHELE,5,0
TULANI,9,0
NQAWE,3,1
LULEKA,9,0
MBALI,9,0
MAKABENI,10,0
MBONA,10,0
PHAKAMANI,10,1
GILI,4,0
RUNE,6,1
SILUMKO,10,1
SIBOLO,4,0
ZETHU,4,0
VELILI,5,0
MFUNDISWENI,1,0
ZINTO,0,0
KUSILE,6,0
TEMBU,10,0
DYASI,2,0
MALIZA,3,0
PANAMA,10,1
TUNCE,5,0
ZANTSI,5,1
MNCEDISI,2,0
ZALENI,8,0
LUNDE,4,0
NYANISO,1,1
BENYANO,10,0
SIPHIWE,8,1
SONY,8,1
LIZA,4,0
PAMLA,10,0
IMBIZA,8,0
SONKE,8,0
GOBA,0,0
MALI,9,0
MAZIZI,7,0
MAZEPPA,1,0
LAMBAGI,1,0
BHOLA,5,0
BONZA,5,0
HLULEKE,7,0
BOULDER,10,1
ISITYA,1,0
MAKWELO,9,0
QANDANI,6,0
KOATI,8,0
NDODWA,7,0
NTLALO,2,1
TSOLO,1,0
MZALI,4,0
LENGEZI,1,0
SAFIKA,9,0
GALENI,6,0
JAMA,5,0
MBESA,7,0
NTUNUKA,10,1
NELANI,10,1
MALINGA,3,0
NDLEBE,4,0
PONOSHE,2,0
TANDAZO,6,0
BIDA,4,0
KUSASA,10,0
MAXAMA,5,0
MTOBO,6,0
SIDIMA,2,1
CELE,8,0
BANGISO,0,0
LELALA,4,1
QAMPI,8,0
NGCINGWANA,10,0
TABULELE,2,0
YEKI,6,0
VAPHI,4,0
ZIDULI,2,0
TAFA,4,1
YAWA,4,0
XAPILE,2,0
XAMENI,1,0
ALIAM,5,0
SULANI,2,0
SIHLOPE,2,0
DYANI,8,0
LWENI,9,1
MPILO,5,0
MONDE,9,0
KHUMBULA,9,1
LAGER,1,0
PHAMBILI,8,1
NGXAMA,2,1
MAKEBENI,8,0
MBONGI,1,0
SIMO,9,0
SIHLE,9,0
MBOLWA,3,0
MKONTO,4,0
PELA,9,0
THOBILE,3,0
NTWANA,4,0
ZINGISA,7,0
MTSI,6,0
NCORA,5,1
WELE,2,0
UMNGENI,8,0
LOBI,10,0
HOSTEL,1,0
VALI,9,0
PHENDULA,8,0
BANTI,9,1
GUBAYO,7,1
LWANDLE,2,0
SITOFILE,0,0
TANGA,8,0
XABISO,7,0
MALAMBO,9,0
NKANGA,5,0
NDABA,6,0
VENFOLO,4,0
GABADA,6,0
KAKAZA,5,0
SISEKO,5,1
SIZANI,8,0
TALENI,2,0
TOLE,4,0
VULA,10,0
RADA,7,0
